Category,KM,Link,Price,Year,Currency,DATE,Brand,Model
16i sDrive,101413,https://www.kktcarabam.com/213239-bmw-x1-lefkosa-benzin-otomatik,18500.0,2018.0,GBP,2025-12-27,BMW,X1
1.5,32000,https://www.kktcarabam.com/209167-toyota-yaris-iskele-benzin-otomatik,14500.0,2021.0,GBP,2025-12-27,Toyota,Yaris
116i,140000,https://www.kktcarabam.com/188965-bmw-1-serisi-gmagusa-benzin-otomatik,5800.0,2008.0,GBP,2025-12-27,BMW,1 Serisi
520d,202000,https://www.kktcarabam.com/208528-bmw-5-serisi-gmagusa-dizel-otomatik,24750.0,2018.0,GBP,2025-12-27,BMW,5 Serisi
Cross,9400,https://www.kktcarabam.com/212014-toyota-corollalefkosa-benzin-otomatik,34000.0,2025.0,GBP,2025-12-27,Toyota,Corolla
180,27300,https://www.kktcarabam.com/216935-mercedes-benz-a-serisi-girne-benzin-otomatik,22500.0,2021.0,GBP,2025-12-27,Mercedes-Benz,A Serisi
220 d,26000,https://www.kktcarabam.com/211928-mercedes-benz-cla-iskele-dizel-otomatik,37999.0,2022.0,GBP,2025-12-27,Mercedes-Benz,CLA
0.65,32440,https://www.kktcarabam.com/189124-suzuki-alto-iskele-benzin-otomatik,5900.0,2019.0,GBP,2025-12-27,Suzuki,Alto
-,89000,https://www.kktcarabam.com/191492-toyota-probox-hybrid-guzelyurt-hibrit-otomatik,13500.0,2022.0,GBP,2025-12-27,Toyota,Probox Hybrid
AMG,75000,https://www.kktcarabam.com/189087-mercedes-benz-gla-lefkosa-benzin-otomatik,24000.0,2017.0,GBP,2025-12-27,Mercedes-Benz,GLA
1.5 i-VTEC Hybrid Automatic,54000,https://www.kktcarabam.com/210460-honda-vezel-iskele-hibrit-otomatik,25500.0,2023.0,GBP,2025-12-27,Honda,Vezel
116i,1,https://www.kktcarabam.com/216392-bmw-1-serisi-girne-benzin-otomatik,5500.0,2009.0,GBP,2025-12-27,BMW,1 Serisi
116i,202000,https://www.kktcarabam.com/208844-bmw-1-serisi-gmagusa-benzin-duz,6500.0,2013.0,GBP,2025-12-27,BMW,1 Serisi
400 D,66410,https://www.kktcarabam.com/213287-mercedes-benz-gls-lefkosa-dizel-otomatik,78500.0,2023.0,GBP,2025-12-27,Mercedes-Benz,GLS
-,16000,https://www.kktcarabam.com/215864-toyota-yaris-cross-gmagusa-benzin-otomatik,22900.0,2023.0,GBP,2025-12-27,Toyota,Yaris Cross
1.0 Mivec Cvt,107500,https://www.kktcarabam.com/214360-mitsubishi-mirage-iskele-benzin-otomatik,5200.0,2012.0,GBP,2025-12-27,Mitsubishi,Mirage
1.5 i-VTEC Hybrid Automatic,30000,https://www.kktcarabam.com/212161-honda-vezel-lefkosa-hibrit-otomatik,31000.0,2024.0,GBP,2025-12-27,Honda,Vezel
200d,13000,https://www.kktcarabam.com/184364-mercedes-benz-a-serisi-lefkosa-dizel-otomatik,30000.0,2023.0,GBP,2025-12-27,Mercedes-Benz,A Serisi
250 D,243011,https://www.kktcarabam.com/88321-mercedes-benz-e-serisi-gmagusa-dizel-otomatik,19500.0,2014.0,GBP,2025-12-27,Mercedes-Benz,E Serisi
40 kWh,60000,https://www.kktcarabam.com/169192-nissan-leaf-guzelyurt-elektrik-otomatik,17500.0,2018.0,GBP,2025-12-27,Nissan,Leaf
2.4,19000,https://www.kktcarabam.com/179206-mitsubishi-outlander-lefkosa-plug-in-hibrit-otomatik,42000.0,2023.0,GBP,2025-12-27,Mitsubishi,Outlander
1.2,55000,https://www.kktcarabam.com/197728-nissan-note-gmagusa-benzin-otomatik,10500.0,2021.0,GBP,2025-12-27,Nissan,Note
1.0,53000,https://www.kktcarabam.com/211572-toyota-yaris-girne-benzin-otomatik,12250.0,2021.0,GBP,2025-12-27,Toyota,Yaris
2.0 D3,280000,https://www.kktcarabam.com/216956-volvo-xc40-gmagusa-dizel-otomatik,19000.0,2019.0,GBP,2025-12-27,Volvo,XC40
e-Power,38500,https://www.kktcarabam.com/216979-nissan-note-girne-hibrit-otomatik,15500.0,2021.0,GBP,2025-12-27,Nissan,Note
1.5 Sky-G,35000,https://www.kktcarabam.com/214962-mazda-2-gmagusa-benzin-duz,9250.0,2021.0,GBP,2025-12-27,Mazda,2
2.0,126000,https://www.kktcarabam.com/190002-land-rover-range-rover-velar-lefkosa-dizel-otomatik,29500.0,2018.0,GBP,2025-12-27,Land Rover,Range Rover Velar
200d,36000,https://www.kktcarabam.com/211378-mercedes-benz-a-serisi-lefke-dizel-otomatik,30500.0,2021.0,GBP,2025-12-27,Mercedes-Benz,A Serisi
-,70000,https://www.kktcarabam.com/211376-mazda-cx-5-lefke-dizel-otomatik,25500.0,2022.0,GBP,2025-12-27,Mazda,CX-5
1.5 Hybrid Automatic,38500,https://www.kktcarabam.com/208217-honda-fit-lefkosa-hibrit-otomatik,15500.0,2020.0,GBP,2025-12-27,Honda,Fit
-,68328,https://www.kktcarabam.com/202620-kia-pro-ceed-lefkosa-benzin-otomatik,13900.0,2019.0,GBP,2025-12-27,Kia,Pro Ceed
-,210000,https://www.kktcarabam.com/211499-nissan-elgrand-girne-benzin-otomatik,11999.0,2002.0,GBP,2025-12-27,Nissan,Elgrand
250 CGI,199999,https://www.kktcarabam.com/215968-mercedes-benz-e-serisi-girne-benzin-otomatik,16500.0,2010.0,GBP,2025-12-27,Mercedes-Benz,E Serisi
-,30000,https://www.kktcarabam.com/211085-toyota-raize-lefkosa-benzin-otomatik,17200.0,2021.0,GBP,2025-12-27,Toyota,Raize
1.2 GLS,142800,https://www.kktcarabam.com/191212-suzuki-splash-gmagusa-benzin-otomatik,6000.0,2011.0,GBP,2025-12-27,Suzuki,Splash
-,126000,https://www.kktcarabam.com/215898-nissan-juke-lefkosa-benzin-otomatik,7200.0,2015.0,GBP,2025-12-27,Nissan,Juke
1.3,190000,https://www.kktcarabam.com/216352-toyota-vitz-lefke-benzin-otomatik,7500.0,2013.0,GBP,2025-12-27,Toyota,Vitz
2.5 Hybrid,33000,https://www.kktcarabam.com/212840-toyota-rav4-guzelyurt-hibrit-otomatik,36000.0,2023.0,GBP,2025-12-27,Toyota,RAV4
400 d,47500,https://www.kktcarabam.com/203103-mercedes-benz-gle-coupe-girne-dizel-otomatik,69999.0,2021.0,GBP,2025-12-27,Mercedes-Benz,GLE Coupe
7.5,60000,https://www.kktcarabam.com/211664-volkswagen-golf-girne-benzin-otomatik,14500.0,2017.0,GBP,2025-12-27,Volkswagen,Golf
-,56499,https://www.kktcarabam.com/203536-nissan-x-trail-lefkosa-hibrit-otomatik,19500.0,2021.0,GBP,2025-12-27,Nissan,X-Trail
1.5 Hybrid Automatic,71800,https://www.kktcarabam.com/216325-honda-fit-lefkosa-hibrit-otomatik,13500.0,2021.0,GBP,2025-12-27,Honda,Fit
1.2,89000,https://www.kktcarabam.com/214759-nissan-note-iskele-benzin-otomatik,7850.0,2017.0,GBP,2025-12-27,Nissan,Note
e-Power,95000,https://www.kktcarabam.com/215807-nissan-note-gmagusa-hibrit-otomatik,13900.0,2022.0,GBP,2025-12-27,Nissan,Note
1.5 i-VTEC CVT,133000,https://www.kktcarabam.com/195042-honda-vezel-lefkosa-benzin-otomatik,16000.0,2016.0,GBP,2025-12-27,Honda,Vezel
1.3 16V Automatic,1,https://www.kktcarabam.com/206458-toyota-vitz-gmagusa-benzin-otomatik,6500.0,2011.0,GBP,2025-12-27,Toyota,Vitz
-,135000,https://www.kktcarabam.com/213840-nissan-juke-gmagusa-benzin-otomatik,7900.0,2013.0,GBP,2025-12-27,Nissan,Juke
400 d 4Matic AMG,92000,https://www.kktcarabam.com/206150-mercedes-benz-gle-girne-dizel-otomatik,62900.0,2020.0,GBP,2025-12-27,Mercedes-Benz,GLE
0.65,52000,https://www.kktcarabam.com/213505-suzuki-alto-girne-benzin-otomatik,4799.0,2019.0,GBP,2025-12-27,Suzuki,Alto
1.5 Skyactiv-D,48062,https://www.kktcarabam.com/216048-mazda-2-lefkosa-dizel-otomatik,11000.0,2021.0,GBP,2025-12-27,Mazda,2
Hatchback,141000,https://www.kktcarabam.com/212541-audi-a3-lefkosa-benzin-otomatik,13500.0,2014.0,GBP,2025-12-27,Audi,A3
2.0,120701,https://www.kktcarabam.com/216752-land-rover-range-rover-velar-girne-dizel-otomatik,35000.0,2019.0,GBP,2025-12-27,Land Rover,Range Rover Velar
2.5 Phev,40000,https://www.kktcarabam.com/186144-toyota-rav4-lefkosa-plug-in-hibrit-otomatik,41000.0,2022.0,GBP,2025-12-27,Toyota,RAV4
120i,143000,https://www.kktcarabam.com/216711-bmw-1-serisi-iskele-benzin-otomatik,15200.0,2016.0,GBP,2025-12-27,BMW,1 Serisi
1.4 Twinport,1,https://www.kktcarabam.com/206852-opel-corsa-lefkosa-benzin-otomatik,4800.0,2008.0,GBP,2025-12-27,Opel,Corsa
218i,92000,https://www.kktcarabam.com/207407-bmw-2-serisi-gmagusa-benzin-otomatik,18500.0,2018.0,GBP,2025-12-27,BMW,2 Serisi
25d,108518,https://www.kktcarabam.com/214156-bmw-x5-girne-dizel-otomatik,24999.0,2017.0,GBP,2025-12-27,BMW,X5
200 d,37320,https://www.kktcarabam.com/205090-mercedes-benz-cla-iskele-dizel-otomatik,30900.0,2021.0,GBP,2025-12-27,Mercedes-Benz,CLA
318i,168000,https://www.kktcarabam.com/216593-bmw-3-serisi-iskele-benzin-otomatik,5900.0,2012.0,GBP,2025-12-27,BMW,3 Serisi
1.6,157000,https://www.kktcarabam.com/213885-ford-fiesta-girne-benzin-otomatik,4750.0,2015.0,GBP,2025-12-27,Ford,Fiesta
1.6,325640,https://www.kktcarabam.com/213994-volkswagen-golf-lefkosa-benzin-otomatik,4500.0,2004.0,GBP,2025-12-27,Volkswagen,Golf
4x4,209215,https://www.kktcarabam.com/180619-mitsubishi-l-200-guzelyurt-dizel-otomatik,18000.0,2014.0,GBP,2025-12-27,Mitsubishi,L 200
1.2,34000,https://www.kktcarabam.com/200549-nissan-march-lefke-benzin-otomatik,9900.0,2022.0,GBP,2025-12-27,Nissan,March
2.0 T,280000,https://www.kktcarabam.com/201283-volvo-xc60-girne-dizel-otomatik,25000.0,2019.0,GBP,2025-12-27,Volvo,XC60
Sedan,39000,https://www.kktcarabam.com/215432-audi-a3-lefkosa-benzin-otomatik,18000.0,2020.0,GBP,2025-12-27,Audi,A3
1.2,111000,https://www.kktcarabam.com/215442-nissan-march-girne-benzin-otomatik,5850.0,2015.0,GBP,2025-12-27,Nissan,March
Sport,55000,https://www.kktcarabam.com/196671-toyota-corolla-iskele-hibrit-otomatik,18500.0,2021.0,GBP,2025-12-27,Toyota,Corolla
220 d,113,https://www.kktcarabam.com/215443-mercedes-benz-e-serisi-girne-dizel-otomatik,33900.0,2020.0,GBP,2025-12-27,Mercedes-Benz,E Serisi
-,28000,https://www.kktcarabam.com/215097-nissan-nv200-gmagusa-benzin-otomatik,16500.0,2022.0,GBP,2025-12-28,Nissan,NV200
1.3 Wankel,63000,https://www.kktcarabam.com/200560-mazda-rx-8-lefkosa-benzin-duz,13750.0,2008.0,GBP,2025-12-28,Mazda,RX 8
1.0,68000,https://www.kktcarabam.com/176716-toyota-yaris-gmagusa-benzin-otomatik,12800.0,2020.0,GBP,2025-12-28,Toyota,Yaris
300 d AMG,146000,https://www.kktcarabam.com/168429-mercedes-benz-glc-lefkosa-dizel-otomatik,35500.0,2021.0,GBP,2025-12-28,Mercedes-Benz,GLC
116i,161000,https://www.kktcarabam.com/216892-bmw-1-serisi-lefkosa-benzin-otomatik,9000.0,2013.0,GBP,2025-12-28,BMW,1 Serisi
1.3 Automatic,62000,https://www.kktcarabam.com/207582-honda-fit-iskele-benzin-otomatik,12999.0,2021.0,GBP,2025-12-28,Honda,Fit
2.0 CDTI,51116,https://www.kktcarabam.com/189211-vauxhall-insignia-lefkosa-benzin-otomatik,17000.0,2020.0,GBP,2025-12-28,Vauxhall,Insignia
1.5 Sky-G,74000,https://www.kktcarabam.com/207524-mazda-2-iskele-benzin-otomatik,13999.0,2022.0,GBP,2025-12-28,Mazda,2
1.0 TSI,5050,https://www.kktcarabam.com/213300-volkswagen-polo-gmagusa-benzin-otomatik,14900.0,2021.0,GBP,2025-12-28,Volkswagen,Polo
1.2,140000,https://www.kktcarabam.com/189193-suzuki-swift-lefkosa-benzin-otomatik,7500.0,2012.0,GBP,2025-12-28,Suzuki,Swift
1.5 Sky-G,82000,https://www.kktcarabam.com/214869-mazda-2-lefkosa-benzin-otomatik,12900.0,2023.0,GBP,2025-12-28,Mazda,2
1.3 Automatic,86000,https://www.kktcarabam.com/216662-honda-fit-girne-benzin-otomatik,8500.0,2015.0,GBP,2025-12-28,Honda,Fit
300 D,107826,https://www.kktcarabam.com/201390-mercedes-benz-e-serisi-gmagusa-dizel-otomatik,37900.0,2020.0,GBP,2025-12-28,Mercedes-Benz,E Serisi
320Ci,321869,https://www.kktcarabam.com/212661-bmw-3-serisi-girne-benzin-otomatik,5000.0,2002.0,GBP,2025-12-28,BMW,3 Serisi
220 d,105000,https://www.kktcarabam.com/213495-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,21500.0,2015.0,GBP,2025-12-28,Mercedes-Benz,C Serisi
180 CDI,285000,https://www.kktcarabam.com/214483-mercedes-benz-a-serisi-girne-dizel-otomatik,7900.0,2016.0,GBP,2025-12-28,Mercedes-Benz,A Serisi
220d AMG Premium Plus,42000,https://www.kktcarabam.com/200615-mercedes-benz-a-serisi-gmagusa-dizel-otomatik,32900.0,2023.0,GBP,2025-12-28,Mercedes-Benz,A Serisi
1.2 TSI,48000,https://www.kktcarabam.com/213538-volkswagen-golf-lefkosa-benzin-otomatik,15500.0,2019.0,GBP,2025-12-28,Volkswagen,Golf
1.8 Hybrid,17000,https://www.kktcarabam.com/205397-toyota-corolla-gmagusa-benzin-otomatik,19900.0,2021.0,GBP,2025-12-28,Toyota,Corolla
-,149669,https://www.kktcarabam.com/203957-mercedes-benz-citan-gmagusa-dizel-duz,10900.0,2018.0,GBP,2025-12-28,Mercedes-Benz,Citan
220 d,67000,https://www.kktcarabam.com/213554-mercedes-benz-e-serisi-girne-dizel-otomatik,40000.0,2019.0,GBP,2025-12-28,Mercedes-Benz,E Serisi
1.0 i 16V Automatic,63000,https://www.kktcarabam.com/216191-toyota-vitz-gmagusa-benzin-otomatik,8990.0,2019.0,GBP,2025-12-28,Toyota,Vitz
0.65,32632,https://www.kktcarabam.com/206905-suzuki-alto-iskele-benzin-otomatik,5900.0,2019.0,GBP,2025-12-28,Suzuki,Alto
318i,119000,https://www.kktcarabam.com/189251-bmw-3-serisi-gmagusa-benzin-otomatik,18000.0,2017.0,GBP,2025-12-28,BMW,3 Serisi
-,8500,https://www.kktcarabam.com/194958-honda-wr-v-girne-benzin-otomatik,22250.0,2024.0,GBP,2025-12-28,Honda,WR-V
-,215652,https://www.kktcarabam.com/216769-jeep-cherokee-iskele-dizel-otomatik,7999.0,2006.0,GBP,2025-12-28,Jeep,Cherokee
180,123000,https://www.kktcarabam.com/216519-mercedes-benz-a-serisi-girne-benzin-otomatik,14200.0,2015.0,GBP,2025-12-28,Mercedes-Benz,A Serisi
1.2,75000,https://www.kktcarabam.com/188732-nissan-march-girne-benzin-otomatik,6750.0,2015.0,GBP,2025-12-28,Nissan,March
Diğer,238000,https://www.kktcarabam.com/196360-honda-cr-v-lefkosa-benzin-otomatik,9000.0,2006.0,GBP,2025-12-28,Honda,CR-V
1.5 Sky-G,22000,https://www.kktcarabam.com/216005-mazda-2-gmagusa-benzin-otomatik,15500.0,2023.0,GBP,2025-12-28,Mazda,2
1.5 16V Sport,162350,https://www.kktcarabam.com/191425-mazda-axela-iskele-benzin-otomatik,7650.0,2011.0,GBP,2025-12-28,Mazda,Axela
-,45000,https://www.kktcarabam.com/202490-daihatsu-hi-jet-gmagusa-benzin-otomatik,7450.0,2019.0,GBP,2025-12-28,Daihatsu,Hi-Jet
118i,79800,https://www.kktcarabam.com/208252-bmw-1-serisi-gmagusa-benzin-otomatik,12650.0,2017.0,GBP,2025-12-28,BMW,1 Serisi
3.0 SDV6,77000,https://www.kktcarabam.com/163936-land-rover-range-rover-girne-dizel-otomatik,65000.0,2019.0,GBP,2025-12-28,Land Rover,Range Rover
220 d,30000,https://www.kktcarabam.com/190030-mercedes-benz-c-serisi-iskele-dizel-otomatik,35999.0,2021.0,GBP,2025-12-28,Mercedes-Benz,C Serisi
1.2 MPI,101000,https://www.kktcarabam.com/189094-hyundai-i10-girne-benzin-otomatik,7700.0,2014.0,GBP,2025-12-28,Hyundai,i10
5.0 Supercharged,70000,https://www.kktcarabam.com/170458-land-rover-range-rover-sport-girne-benzin-otomatik,110000.0,2022.0,GBP,2025-12-28,Land Rover,Range Rover Sport
1.5 Hybrid Automatic,11000,https://www.kktcarabam.com/216178-honda-fit-gmagusa-benzin-otomatik,16900.0,2024.0,GBP,2025-12-28,Honda,Fit
1.6,169000,https://www.kktcarabam.com/189082-ford-focus-girne-benzin-otomatik,4500.0,2008.0,GBP,2025-12-28,Ford,Focus
2.0,29000,https://www.kktcarabam.com/216183-mazda-3-lefke-benzin-otomatik,22500.0,2023.0,GBP,2025-12-29,Mazda,3
330d,218000,https://www.kktcarabam.com/216448-bmw-3-serisi-lefkosa-dizel-otomatik,10000.0,2004.0,GBP,2025-12-29,BMW,3 Serisi
1.0 i 12V,240000,https://www.kktcarabam.com/215844-toyota-vitz-gmagusa-benzin-otomatik,3900.0,2005.0,GBP,2025-12-29,Toyota,Vitz
220,131500,https://www.kktcarabam.com/208142-mercedes-benz-gla-lefkosa-dizel-otomatik,17000.0,2016.0,GBP,2025-12-29,Mercedes-Benz,GLA
0.65,142500,https://www.kktcarabam.com/215913-suzuki-alto-gmagusa-benzin-otomatik,5000.0,2017.0,GBP,2025-12-29,Suzuki,Alto
e-Power,53000,https://www.kktcarabam.com/209073-nissan-note-iskele-hibrit-otomatik,15900.0,2023.0,GBP,2025-12-29,Nissan,Note
1.5,68312,https://www.kktcarabam.com/215009-mazda-2-iskele-benzin-otomatik,10900.0,2021.0,GBP,2025-12-29,Mazda,2
1.3,91000,https://www.kktcarabam.com/215616-toyota-vitz-lefke-benzin-otomatik,7400.0,2014.0,GBP,2025-12-29,Toyota,Vitz
116i,84000,https://www.kktcarabam.com/216759-bmw-1-serisi-lefkosa-benzin-otomatik,11000.0,2014.0,GBP,2025-12-29,BMW,1 Serisi
300,60000,https://www.kktcarabam.com/208067-mercedes-benz-e-serisi-girne-benzin-otomatik,53000.0,2022.0,GBP,2025-12-29,Mercedes-Benz,E Serisi
1.4,140000,https://www.kktcarabam.com/184161-opel-astra-girne-benzin-duz,4000.0,2007.0,GBP,2025-12-29,Opel,Astra
1.3,55000,https://www.kktcarabam.com/212801-suzuki-swift-guzelyurt-benzin-otomatik,12000.0,2020.0,GBP,2025-12-29,Suzuki,Swift
-,21434,https://www.kktcarabam.com/212958-toyota-yaris-cross-lefkosa-hibrit-otomatik,24000.0,2022.0,GBP,2025-12-29,Toyota,Yaris Cross
320i,230000,https://www.kktcarabam.com/217122-bmw-3-serisi-gmagusa-benzin-otomatik,7500.0,2008.0,GBP,2025-12-29,BMW,3 Serisi
350 d 4Matic Power,51000,https://www.kktcarabam.com/215709-mercedes-benz-x-lefkosa-dizel-otomatik,36000.0,2020.0,GBP,2025-12-29,Mercedes-Benz,X
2.7 TDI,185000,https://www.kktcarabam.com/189450-nissan-terrano-girne-dizel-duz,6500.0,1997.0,GBP,2025-12-29,Nissan,Terrano
5,82000,https://www.kktcarabam.com/157606-mazda-mx-lefkosa-benzin-otomatik,8000.0,2005.0,GBP,2025-12-29,Mazda,MX
20 TFSI,200000,https://www.kktcarabam.com/215109-audi-a6-iskele-benzin-otomatik,8000.0,2009.0,GBP,2025-12-29,Audi,A6
520d,85000,https://www.kktcarabam.com/202050-bmw-5-serisi-lefkosa-dizel-otomatik,29000.0,2021.0,GBP,2025-12-29,BMW,5 Serisi
1.2 TSI,154000,https://www.kktcarabam.com/214101-volkswagen-golf-lefkosa-benzin-otomatik,9750.0,2015.0,GBP,2025-12-29,Volkswagen,Golf
430i Cabrio Edition M Sport,30000,https://www.kktcarabam.com/215885-bmw-4-serisi-girne-dizel-otomatik,49999.0,2023.0,GBP,2025-12-29,BMW,4 Serisi
1.5,125000,https://www.kktcarabam.com/216709-mazda-familia-lefkosa-benzin-otomatik,3500.0,2002.0,GBP,2025-12-29,Mazda,Familia
300 D,64857,https://www.kktcarabam.com/202034-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,34000.0,2020.0,GBP,2025-12-29,Mercedes-Benz,C Serisi
180,203000,https://www.kktcarabam.com/217373-mercedes-benz-c-serisi-gmagusa-benzin-otomatik,7000.0,2009.0,GBP,2025-12-29,Mercedes-Benz,C Serisi
1.6,168981,https://www.kktcarabam.com/206768-renault-fluence-lefkosa-benzin-otomatik,5750.0,2011.0,GBP,2025-12-29,Renault,Fluence
1.2,138000,https://www.kktcarabam.com/217374-renault-clio-girne-benzin-otomatik,4950.0,2015.0,GBP,2025-12-29,Renault,Clio
118i,49000,https://www.kktcarabam.com/212668-bmw-1-serisi-girne-benzin-otomatik,19750.0,2022.0,GBP,2025-12-29,BMW,1 Serisi
180,257495,https://www.kktcarabam.com/184038-mercedes-benz-c-serisi-gmagusa-benzin-otomatik,10500.0,2009.0,GBP,2025-12-29,Mercedes-Benz,C Serisi
1.5 Sky-G,32000,https://www.kktcarabam.com/216138-mazda-2-girne-benzin-otomatik,12300.0,2023.0,GBP,2025-12-29,Mazda,2
-,4800,https://www.kktcarabam.com/189455-royal-enfield-diger-modeller-girne-benzin-duz,6800.0,2021.0,GBP,2025-12-29,Royal Enfield,Diğer Modeller
180,99000,https://www.kktcarabam.com/157908-mercedes-benz-b-serisi-girne-benzin-otomatik,9500.0,2013.0,GBP,2025-12-29,Mercedes-Benz,B Serisi
1.2,36300,https://www.kktcarabam.com/139233-nissan-note-girne-benzin-otomatik,9000.0,2019.0,GBP,2025-12-29,Nissan,Note
1.5 Automatic,22000,https://www.kktcarabam.com/213625-honda-fit-gmagusa-benzin-duz,15500.0,2022.0,GBP,2025-12-29,Honda,Fit
1.4,96000,https://www.kktcarabam.com/217381-suzuki-swift-girne-benzin-otomatik,8499.0,2014.0,GBP,2025-12-29,Suzuki,Swift
1.5,140000,https://www.kktcarabam.com/217203-toyota-auris-girne-benzin-otomatik,12500.0,2014.0,GBP,2025-12-29,Toyota,Auris
-,203000,https://www.kktcarabam.com/217228-suzuki-vitara-lefkosa-benzin-duz,5250.0,1995.0,GBP,2025-12-29,Suzuki,Vitara
-,70000,https://www.kktcarabam.com/191966-mazda-cx-5-iskele-dizel-otomatik,26000.0,2021.0,GBP,2025-12-29,Mazda,CX-5
25d,198208,https://www.kktcarabam.com/213490-bmw-x5-girne-dizel-otomatik,29999.0,2015.0,GBP,2025-12-29,BMW,X5
-,30000,https://www.kktcarabam.com/215213-mazda-cx-5-girne-benzin-otomatik,26500.0,2021.0,GBP,2025-12-29,Mazda,CX-5
1.5 Hybrid,32970,https://www.kktcarabam.com/170868-toyota-yaris-lefkosa-hibrit-otomatik,15250.0,2021.0,GBP,2025-12-29,Toyota,Yaris
-,2500,https://www.kktcarabam.com/189454-kawasaki-ninja-h2-sx-girne-benzin-duz,22000.0,2021.0,GBP,2025-12-29,Kawasaki,Ninja H2 SX
-,131966,https://www.kktcarabam.com/198646-hyundai-ix35-lefkosa-benzin-otomatik,11500.0,2013.0,GBP,2025-12-29,Hyundai,ix35
1.0,85000,https://www.kktcarabam.com/189263-toyota-yaris-girne-benzin-otomatik,14000.0,2021.0,GBP,2025-12-29,Toyota,Yaris
220 d,139500,https://www.kktcarabam.com/188399-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,25000.0,2015.0,GBP,2025-12-29,Mercedes-Benz,C Serisi
1.5,42323,https://www.kktcarabam.com/189272-subaru-impreza-lefkosa-benzin-otomatik,17000.0,2020.0,GBP,2025-12-29,Subaru,Impreza
1.6 CRDi,78,https://www.kktcarabam.com/215901-kia-cerato-girne-benzin-otomatik,9900.0,2015.0,GBP,2025-12-29,Kia,Cerato
1.5 16V Sport,111650,https://www.kktcarabam.com/214012-mazda-axela-lefkosa-benzin-otomatik,6900.0,2012.0,GBP,2025-12-29,Mazda,Axela
200d,80000,https://www.kktcarabam.com/155968-mercedes-benz-a-serisi-lefkosa-dizel-otomatik,25500.0,2020.0,GBP,2025-12-29,Mercedes-Benz,A Serisi
-,1,https://www.kktcarabam.com/215385-ducati-scrambler-icon-gmagusa-benzin-duz,7000.0,2017.0,GBP,2025-12-29,Ducati,Scrambler Icon
1.0 TSI,149669,https://www.kktcarabam.com/216382-volkswagen-polo-gmagusa-benzin-otomatik,11250.0,2018.0,GBP,2025-12-29,Volkswagen,Polo
218d,86000,https://www.kktcarabam.com/190255-bmw-2-serisi-girne-dizel-otomatik,25000.0,2021.0,GBP,2025-12-29,BMW,2 Serisi
1.3i,109000,https://www.kktcarabam.com/214434-mazda-demio-iskele-benzin-otomatik,6500.0,2013.0,GBP,2025-12-29,Mazda,Demio
2.0,21000,https://www.kktcarabam.com/210680-toyota-rav4-gmagusa-benzin-otomatik,25500.0,2021.0,GBP,2025-12-29,Toyota,RAV4
1.3,88000,https://www.kktcarabam.com/214859-suzuki-swift-girne-benzin-otomatik,8950.0,2018.0,GBP,2025-12-29,Suzuki,Swift
520d,145000,https://www.kktcarabam.com/216129-bmw-5-serisi-gmagusa-dizel-otomatik,15450.0,2016.0,GBP,2025-12-29,BMW,5 Serisi
Cross,52399,https://www.kktcarabam.com/199911-toyota-corollalefkosa-hibrit-otomatik,29000.0,2022.0,GBP,2025-12-29,Toyota,Corolla
1.4 TSI,115873,https://www.kktcarabam.com/215292-volkswagen-tiguan-lefkosa-benzin-otomatik,13500.0,2014.0,GBP,2025-12-29,Volkswagen,Tiguan
520d,120000,https://www.kktcarabam.com/211644-bmw-5-serisi-lefkosa-dizel-otomatik,26899.0,2017.0,GBP,2025-12-29,BMW,5 Serisi
1.0 i 16V Automatic,197000,https://www.kktcarabam.com/216475-toyota-vitz-lefkosa-benzin-otomatik,3200.0,2002.0,GBP,2025-12-29,Toyota,Vitz
1.3,118000,https://www.kktcarabam.com/216921-suzuki-swift-lefkosa-benzin-otomatik,5000.0,2009.0,GBP,2025-12-29,Suzuki,Swift
218i,6000,https://www.kktcarabam.com/213286-bmw-2-serisi-iskele-benzin-otomatik,26750.0,2022.0,GBP,2025-12-29,BMW,2 Serisi
2.0,17990,https://www.kktcarabam.com/175822-land-rover-range-rover-sport-lefkosa-benzin-otomatik,56000.0,2022.0,GBP,2025-12-29,Land Rover,Range Rover Sport
